Program Version:,EnergyPlus, Version 9.4.0-217a24fc09, YMD=2023.03.13 17:27
Tabular Output Report in Format: ,Comma

Building:,Building
Environment:,20YO_WICK (01-01:31-12) ** ABERDEEN/DYCE - GBR IWEC Data WMO#=030910

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over      8760.00 hours

Site and Source Energy

,,Total Energy [kWh],Energy Per Total Building Area [kWh/m2],Energy Per Conditioned Building Area [kWh/m2]
,Total Site Energy,35601.41,143.95,143.95
,Net Site Energy,35601.41,143.95,143.95
,Total Source Energy,114598.54,463.37,463.37
,Net Source Energy,114598.54,463.37,463.37


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating,3.613
,Steam,0.250
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [m2]
,Total Building Area,247.31
,Net Conditioned Building Area,247.31
,Unconditioned Building Area,0.00


End Uses

,,Electricity [kWh],Natural Gas [kWh],Gasoline [kWh],Diesel [kWh],Coal [kWh],Fuel Oil No 1 [kWh],Fuel Oil No 2 [kWh],Propane [kWh],Other Fuel 1 [kWh],Other Fuel 2 [kWh],District Cooling [kWh],District Heating [kWh],Water [m3]
,Heating,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7772.77,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1078.37,0.00,0.00
,Interior Lighting,11741.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,13538.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1470.72,23.03
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,
,Total End Uses,25279.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1078.37,9243.48,23.03
Note: District heat appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [kWh],Natural Gas [kWh],Gasoline [kWh],Diesel [kWh],Coal [kWh],Fuel Oil No 1 [kWh],Fuel Oil No 2 [kWh],Propane [kWh],Other Fuel 1 [kWh],Other Fuel 2 [kWh],District Cooling [kWh],District Heating [kWh],Water [m3]
,,Calculated Design Load [W],User Design Load [W],User Design Load per Area [W/m2],Calculated Design Air Flow [m3/s],User Design Air Flow [m3/s],Design Day Name,Date/Time Of Peak {TIMESTAMP},Thermostat Setpoint Temperature at Peak Load [C],Indoor Temperature at Peak Load [C],Indoor Humidity Ratio at Peak Load [kgWater/kgDryAir],Outdoor Temperature at Peak Load [C],Outdoor Humidity Ratio at Peak Load [kgWater/kgDryAir],Minimum Outdoor Air Flow Rate [m3/s],Heat Gain Rate from DOAS [W]
,14135,362.73,453.41,39.28,0.017,0.022,WINTER DESIGN DAY IN 20YO_WICK (01-01:31-12),1/15 24:00:00,18.00,17.98,0.01233,-3.40,0.00285,0.003,0.00
,14144,116.48,145.60,42.40,0.006,0.007,WINTER DESIGN DAY IN 20YO_WICK (01-01:31-12),1/15 24:00:00,18.00,17.99,0.01252,-3.40,0.00285,0.001,0.00
,14153,100.72,125.90,32.12,0.005,0.006,WINTER DESIGN DAY IN 20YO_WICK (01-01:31-12),1/15 24:00:00,18.00,17.99,0.01182,-3.40,0.00285,0.001,0.00
,14164,753.94,942.43,29.44,0.041,0.051,WINTER DESIGN DAY IN 20YO_WICK (01-01:31-12),1/15 24:00:00,20.00,19.99,0.01192,-3.40,0.00285,0.011,0.00
,14175,599.88,749.85,24.84,0.029,0.036,WINTER DESIGN DAY IN 20YO_WICK (01-01:31-12),1/15 24:00:00,18.00,17.98,0.01055,-3.40,0.00285,0.005,0.00
,14199,328.69,410.87,42.93,0.018,0.022,WINTER DESIGN DAY IN 20YO_WICK (01-01:31-12),1/15 24:00:00,20.00,19.99,0.01283,-3.40,0.00285,0.003,0.00
,14207,163.27,204.09,42.49,0.008,0.010,WINTER DESIGN DAY IN 20YO_WICK (01-01:31-12),1/15 24:00:00,18.00,17.99,0.01252,-3.40,0.00285,0.001,0.00
,14218,65.23,81.53,16.28,0.004,0.004,WINTER DESIGN DAY IN 20YO_WICK (01-01:31-12),1/15 24:00:00,20.00,19.99,0.01064,-3.40,0.00285,0.002,0.00
,14229,112.25,140.31,52.30,0.005,0.007,WINTER DESIGN DAY IN 20YO_WICK (01-01:31-12),1/15 24:00:00,18.00,17.99,0.01298,-3.40,0.00285,0.000,0.00
,14236,223.66,279.57,62.28,0.012,0.015,WINTER DESIGN DAY IN 20YO_WICK (01-01:31-12),1/15 24:00:00,20.00,19.99,0.01355,-3.40,0.00285,0.002,0.00
,14247,1792.60,2240.75,51.33,0.104,0.129,WINTER DESIGN DAY IN 20YO_WICK (01-01:31-12),1/15 24:00:00,21.00,20.98,0.01333,-3.40,0.00285,0.008,0.00
,12212,86.49,108.11,22.07,0.004,0.005,WINTER DESIGN DAY IN 20YO_WICK (01-01:31-12),1/15 24:00:00,18.00,17.99,0.01119,-3.40,0.00285,0.001,0.00
,12219,219.72,274.65,44.11,0.012,0.015,WINTER DESIGN DAY IN 20YO_WICK (01-01:31-12),1/15 24:00:00,20.00,19.99,0.01324,-3.40,0.00285,0.002,0.00
,12236,635.29,794.12,31.64,0.034,0.043,WINTER DESIGN DAY IN 20YO_WICK (01-01:31-12),1/15 24:00:00,20.00,19.99,0.01235,-3.40,0.00285,0.009,0.00
,12286,543.57,679.46,38.22,0.026,0.032,WINTER DESIGN DAY IN 20YO_WICK (01-01:31-12),1/15 24:00:00,18.00,17.98,0.01191,-3.40,0.00285,0.004,0.00
,12306,112.49,140.62,29.07,0.005,0.007,WINTER DESIGN DAY IN 20YO_WICK (01-01:31-12),1/15 24:00:00,18.00,17.99,0.01201,-3.40,0.00285,0.001,0.00
,12313,292.36,365.45,31.35,0.014,0.017,WINTER DESIGN DAY IN 20YO_WICK (01-01:31-12),1/15 24:00:00,18.00,17.99,0.01202,-3.40,0.00285,0.003,0.00
,12344,647.93,809.91,31.74,0.035,0.044,WINTER DESIGN DAY IN 20YO_WICK (01-01:31-12),1/15 24:00:00,20.00,19.99,0.01205,-3.40,0.00285,0.009,0.00
The Design Load is the zone sensible load only. It does not include any system effects or ventilation loads.


System Design Air Flow Rates

,,Calculated cooling [m3/s],User cooling [m3/s],Calculated heating [m3/s],User heating [m3/s],Adjusted cooling [m3/s],Adjusted heating [m3/s],Adjusted main [m3/s],Calculated Heating Air Flow Ratio [],User Heating Air Flow Ratio []
,None,,,,,,,,,


Plant Loop Coincident Design Fluid Flow Rate Adjustments

,,Previous Design Volume Flow Rate [m3/s],Algorithm Volume Flow Rate [m3/s],Coincident Design Volume Flow Rate [m3/s],Coincident Size Adjusted,Peak Sizing Period Name,Peak Day into Period {TIMESTAMP}[day],Peak Hour Of Day {TIMESTAMP}[hr],Peak Step Start Minute {TIMESTAMP}[min]
,None,,,,,,,,


Coil Sizing Summary

,,Coil Type,HVAC Type,HVAC Name,Coil Final Gross Total Capacity [W],Coil Final Gross Sensible Capacity [W],Coil Final Reference Air Volume Flow Rate [m3/s],Coil Final Reference Plant Fluid Volume Flow Rate [m3/s],Coil U-value Times Area Value [W/K],Design Day Name at Sensible Ideal Loads Peak,Date/Time at Sensible Ideal Loads Peak,Design Day Name at Air Flow Ideal Loads Peak,Date/Time at Air Flow Ideal Loads Peak,Coil Total Capacity at Ideal Loads Peak [W],Coil Sensible Capacity at Ideal Loads Peak [W],Coil Air Volume Flow Rate at Ideal Loads Peak [m3/s],Coil Entering Air Drybulb at Ideal Loads Peak [C],Coil Entering Air Wetbulb at Ideal Loads Peak [C],Coil Entering Air Humidity Ratio at Ideal Loads Peak [kgWater/kgDryAir],Coil Leaving Air Drybulb at Ideal Loads Peak [C],Coil Leaving Air Wetbulb at Ideal Loads Peak [C],Coil Leaving Air Humidity Ratio at Ideal Loads Peak [kgWater/kgDryAir],Outdoor Air Drybulb at Ideal Loads Peak [C],Outdoor Air Humidity Ratio at Ideal Loads Peak [kgWater/kgDryAir],Outdoor Air Wetbulb at Ideal Loads Peak [C],Outdoor Air Flow Percentage at Ideal Loads Peak [%],Zone Air Drybulb at Ideal Loads Peak [C],Zone Air Humidity Ratio at Ideal Loads Peak [kgWater/kgDryAir],Zone Air Relative Humidity at Ideal Loads Peak [%],Zone Sensible Heat Gain at Ideal Loads Peak [W],Zone Latent Heat Gain at Ideal Loads Peak [W],Coil Total Capacity at Rating Conditions [W],Coil Sensible Capacity at Rating Conditions [W]
,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,


----------------------------------------------------------------------------------------------------
REPORT:,System Summary
FOR:,Entire Facility
Economizer

,,High Limit Shutoff Control,Minimum Outdoor Air [m3/s],Maximum Outdoor Air [m3/s],Return Air Temp Limit,Return Air Enthalpy Limit,Outdoor Air Temperature Limit [C],Outdoor Air Enthalpy Limit [C]
,None,,,,,,,


Demand Controlled Ventilation using Controller:MechanicalVentilation

,,Controller:MechanicalVentilation Name,Outdoor Air Per Person [m3/s-person],Outdoor Air Per Area [m3/s-m2],Outdoor Air Per Zone [m3/s],Outdoor Air ACH [ach],Outdoor Air Method,Outdoor Air Schedule Name,Air Distribution Effectiveness in Cooling Mode,Air Distribution Effectiveness in Heating Mode,Air Distribution Effectiveness Schedule Name
,None,,,,,,,,,,


Time Not Comfortable Based on Simple ASHRAE 55-2004

,,Winter Clothes [hr],Summer Clothes [hr],Summer or Winter Clothes [hr]
,14135,3191.50,3870.00,3098.00
,14144,1892.50,2303.50,1716.00
,14153,2105.00,2495.00,1795.00
,14164,6037.50,6643.50,4284.00
,14175,2685.00,3303.50,2465.50
,14199,6496.00,7714.50,5695.00
,14207,2887.00,3520.50,2812.00
,14218,5843.50,6727.50,4194.00
,14229,2685.00,3137.00,2304.50
,14236,6457.50,7379.50,5386.00
,14247,1790.00,2270.50,1579.00
,12212,1920.00,2261.00,1703.00
,12219,6505.00,7609.50,5613.50
,12236,6413.00,7307.50,5265.00
,12286,3253.00,3919.00,3193.50
,12306,1925.50,2327.00,1769.00
,12313,1860.00,2203.50,1610.50
,12344,6187.00,6779.50,4567.00
,14126,0.00,0.00,0.00
,433,0.00,0.00,0.00
,12226,0.00,0.00,0.00
,12262,0.00,0.00,0.00
,12332,0.00,0.00,0.00
,Facility,8611.50,8514.50,7089.00
Aggregated over the RunPeriods for Weather


Time Setpoint Not Met

,,During Heating [hr],During Cooling [hr],During Occupied Heating [hr],During Occupied Cooling [hr]
,14135,2.00,0.00,2.00,0.00
,14144,10.00,0.00,2.50,0.00
,14153,10.50,0.00,3.50,0.00
,14164,2.00,0.00,2.00,0.00
,14175,15.50,0.00,3.00,0.00
,14199,3.00,0.00,3.00,0.00
,14207,24.00,0.00,5.50,0.00
,14218,4.00,0.00,4.00,0.00
,14229,25.00,0.00,10.50,0.00
,14236,7.00,0.00,7.00,0.00
,14247,42.00,1.50,0.00,0.00
,12212,34.00,0.00,13.50,0.00
,12219,1.00,0.00,1.00,0.00
,12236,3.00,0.00,3.00,0.00
,12286,6.00,0.00,4.50,0.00
,12306,12.00,0.00,3.00,0.00
,12313,12.00,0.00,3.00,0.00
,12344,1.50,0.00,1.50,0.00
,14126,0.00,0.00,0.00,0.00
,433,0.00,0.00,0.00,0.00
,12226,0.00,0.00,0.00,0.00
,12262,0.00,0.00,0.00,0.00
,12332,0.00,0.00,0.00,0.00
,Facility,92.00,1.50,20.00,0.00
Aggregated over the RunPeriods for Weather


----------------------------------------------------------------------------------------------------
REPORT:,Outdoor Air Summary
FOR:,Entire Facility
Average Outdoor Air During Occupied Hours

,,Average Number of Occupants,Nominal Number of Occupants,Zone Volume [m3],Mechanical Ventilation [ach],Infiltration [ach],AFN Infiltration [ach],Simple Ventilation [ach]
,14135,0.21,0.26,28.16,0.271,0.729,0.000,0.000
,14144,0.03,0.06,8.38,0.181,0.728,0.000,0.000
,14153,0.06,0.10,9.57,0.288,0.729,0.000,0.000
,14164,0.50,0.69,78.11,0.373,0.734,0.000,0.000
,14175,0.35,0.47,88.66,0.144,0.727,0.000,0.000
,14199,0.15,0.21,23.35,0.370,0.729,0.000,0.000
,14207,0.06,0.07,11.72,0.173,0.726,0.000,0.000
,14218,0.08,0.11,10.62,0.429,0.733,0.000,0.000
,14229,0.03,0.04,6.55,0.174,0.728,0.000,0.000
,14236,0.07,0.10,10.95,0.371,0.730,0.000,0.000
,14247,0.66,0.82,106.51,0.227,0.731,0.000,0.000
,12212,0.05,0.09,10.32,0.210,0.728,0.000,0.000
,12219,0.10,0.13,12.77,0.441,0.730,0.000,0.000
,12236,0.39,0.54,55.41,0.410,0.731,0.000,0.000
,12286,0.32,0.41,49.82,0.236,0.729,0.000,0.000
,12306,0.05,0.09,9.92,0.216,0.728,0.000,0.000
,12313,0.12,0.22,25.69,0.201,0.729,0.000,0.000
,12344,0.40,0.55,63.78,0.364,0.733,0.000,0.000
Values shown for a single zone without multipliers


Minimum Outdoor Air During Occupied Hours

,,Average Number of Occupants,Nominal Number of Occupants,Zone Volume [m3],Mechanical Ventilation [ach],Infiltration [ach],AFN Infiltration [ach],Simple Ventilation [ach]
,14135,0.21,0.26,28.16,0.082,0.024,0.000,0.000
,14144,0.03,0.06,8.38,0.064,0.028,0.000,0.000
,14153,0.06,0.10,9.57,0.105,0.023,0.000,0.000
,14164,0.50,0.69,78.11,0.220,0.020,0.000,0.000
,14175,0.35,0.47,88.66,0.037,0.020,0.000,0.000
,14199,0.15,0.21,23.35,0.219,0.020,0.000,0.000
,14207,0.06,0.07,11.72,0.044,0.020,0.000,0.000
,14218,0.08,0.11,10.62,0.254,0.020,0.000,0.000
,14229,0.03,0.04,6.55,0.044,0.020,0.000,0.000
,14236,0.07,0.10,10.95,0.218,0.020,0.000,0.000
,14247,0.66,0.82,106.51,0.136,0.023,0.000,0.000
,12212,0.05,0.09,10.32,0.075,0.028,0.000,0.000
,12219,0.10,0.13,12.77,0.261,0.020,0.000,0.000
,12236,0.39,0.54,55.41,0.242,0.020,0.000,0.000
,12286,0.32,0.41,49.82,0.072,0.024,0.000,0.000
,12306,0.05,0.09,9.92,0.077,0.028,0.000,0.000
,12313,0.12,0.22,25.69,0.071,0.028,0.000,0.000
,12344,0.40,0.55,63.78,0.214,0.020,0.000,0.000
Values shown for a single zone without multipliers


----------------------------------------------------------------------------------------------------
REPORT:,Object Count Summary
FOR:,Entire Facility
Surfaces by Class

,,Total,Outdoors
,Wall,250,60
,Floor,114,41
,Roof,134,61
,Internal Mass,0,0
,Building Detached Shading,0,0
,Fixed Detached Shading,0,0
,Window,29,27
,Door,3,3
,Glass Door,0,0
,Shading,0,0
,Overhang,0,0
,Fin,0,0
,Tubular Daylighting Device Dome,0,0
,Tubular Daylighting Device Diffuser,0,0


HVAC

,,Count
,HVAC Air Loops,0
,Conditioned Zones,18
,Unconditioned Zones,5
,Supply Plenums,0
,Return Plenums,0


Input Fields

,,Count
,IDF Objects,1381
,Defaulted Fields,443
,Fields with Defaults,4580
,Autosized Fields,108
,Autosizable Fields,108
,Autocalculated Fields,233
,Autocalculatable Fields,1147


----------------------------------------------------------------------------------------------------
REPORT:,Sensible Heat Gain Summary
FOR:,Entire Facility
Annual Building Sensible Heat Gain Components

,,HVAC Zone Eq & Other Sensible Air Heating [kWh],HVAC Zone Eq & Other Sensible Air Cooling [kWh],HVAC Terminal Unit Sensible Air Heating [kWh],HVAC Terminal Unit Sensible Air Cooling [kWh],HVAC Input Heated Surface Heating [kWh],HVAC Input Cooled Surface Cooling [kWh],People Sensible Heat Addition [kWh],Lights Sensible Heat Addition [kWh],Equipment Sensible Heat Addition [kWh],Window Heat Addition [kWh],Interzone Air Transfer Heat Addition [kWh],Infiltration Heat Addition [kWh],Opaque Surface Conduction and Other Heat Addition [kWh],Equipment Sensible Heat Removal [kWh],Window Heat Removal [kWh],Interzone Air Transfer Heat Removal [kWh],Infiltration Heat Removal [kWh],Opaque Surface Conduction and Other Heat Removal [kWh]
,14135,455.943,-45.21,0.000,0.000,0.000,0.000,66.856,147.449,116.490,752.032,0.000,0.000,0.000,0.000,-232.32,0.000,-647.71,-613.52
,14144,122.179,-18.00,0.000,0.000,0.000,0.000,7.619,65.800,10.355,252.627,0.000,0.000,0.043,0.000,-78.98,0.000,-197.41,-164.19
,14153,96.563,-42.57,0.000,0.000,0.000,0.000,15.916,57.235,17.472,250.541,0.000,0.000,0.012,0.000,-83.83,0.000,-238.46,-72.87
,14164,119.757,-1527.23,0.000,0.000,0.000,0.000,322.628,2927.843,3654.171,2141.561,0.000,0.000,0.010,0.000,-790.77,0.000,-2326.31,-4521.66
,14175,737.323,-99.31,0.000,0.000,0.000,0.000,125.303,548.566,178.659,0.000,0.000,0.003,575.094,0.000,0.000,0.000,-2065.63,-0.05
,14199,189.088,-271.83,0.000,0.000,0.000,0.000,106.674,875.271,1092.405,237.229,0.000,0.000,0.000,0.000,-161.34,0.000,-599.35,-1468.14
,14207,280.431,-8.75,0.000,0.000,0.000,0.000,20.473,87.293,28.430,0.000,0.000,0.005,0.049,0.000,0.000,0.000,-254.36,-153.52
,14218,11.846,-202.70,0.000,0.000,0.000,0.000,50.566,458.044,571.673,0.000,0.000,0.000,0.001,0.000,0.000,0.000,-313.74,-575.68
,14229,129.186,-20.94,0.000,0.000,0.000,0.000,10.970,48.760,15.880,0.000,0.000,0.000,0.007,0.000,0.000,0.000,-157.33,-26.53
,14236,154.264,-139.83,0.000,0.000,0.000,0.000,49.200,410.542,512.387,211.966,0.000,0.000,0.000,0.000,-163.81,0.000,-287.67,-747.05
,14247,2324.030,-98.20,0.000,0.000,0.000,0.000,129.645,278.825,608.140,1750.664,0.000,0.001,0.100,0.000,-850.51,0.000,-2396.26,-1746.33
,12212,110.982,-19.12,0.000,0.000,0.000,0.000,10.812,93.889,14.775,34.234,0.000,0.001,19.998,0.000,-22.22,0.000,-243.34,-0.00
,12219,124.051,-168.11,0.000,0.000,0.000,0.000,68.071,569.436,710.699,111.851,0.000,0.000,0.000,0.000,-35.10,0.000,-338.03,-1042.87
,12236,335.582,-771.40,0.000,0.000,0.000,0.000,268.652,2295.486,2864.941,467.639,0.000,0.000,0.000,0.000,-194.08,0.000,-1516.92,-3749.91
,12286,809.779,-55.74,0.000,0.000,0.000,0.000,103.302,227.129,179.440,0.000,0.000,0.029,0.000,0.000,0.000,0.000,-1082.96,-180.98
,12306,127.945,-15.30,0.000,0.000,0.000,0.000,10.746,92.704,14.589,111.612,0.000,0.001,0.038,0.000,-32.92,0.000,-229.18,-80.20
,12313,249.565,-59.05,0.000,0.000,0.000,0.000,25.532,223.349,35.148,325.541,0.000,0.000,0.111,0.000,-100.12,0.000,-619.86,-80.10
,12344,157.203,-978.57,0.000,0.000,0.000,0.000,260.307,2333.687,2912.618,292.029,0.000,0.000,0.000,0.000,-206.48,0.000,-1862.91,-2907.88
,14126,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,567.370,0.000,36.496,0.018,0.000,-53.43,0.000,-379.67,-170.76
,433,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.669,127.621,0.000,0.000,0.000,-145.29,-0.00
,12226,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.852,16.126,0.000,0.000,0.000,-17.98,-0.00
,12262,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,217.176,0.000,0.192,0.001,0.000,-30.32,0.000,-7.95,-179.10
,12332,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.065,0.000,0.000,0.000,-0.07,0.000
,Total Facility,6535.718,-4541.86,0.000,0.000,0.000,0.000,1653.274,11741.306,13538.272,7724.070,0.000,56.251,739.295,0.000,-3036.23,0.000,-15928.40,-18481.35


Peak Cooling Sensible Heat Gain Components

,,Time of Peak {TIMESTAMP},HVAC Zone Eq & Other Sensible Air Heating [W],HVAC Zone Eq & Other Sensible Air Cooling [W],HVAC Terminal Unit Sensible Air Heating [W],HVAC Terminal Unit Sensible Air Cooling [W],HVAC Input Heated Surface Heating [W],HVAC Input Cooled Surface Cooling [W],People Sensible Heat Addition [W],Lights Sensible Heat Addition [W],Equipment Sensible Heat Addition [W],Window Heat Addition [W],Interzone Air Transfer Heat Addition [W],Infiltration Heat Addition [W],Opaque Surface Conduction and Other Heat Addition [W],Equipment Sensible Heat Removal [W],Window Heat Removal [W],Interzone Air Transfer Heat Removal [W],Infiltration Heat Removal [W],Opaque Surface Conduction and Other Heat Removal [W]
,14135,03-AUG-19:03,0.00,-585.74,0.00,0.00,0.00,0.00,0.00,57.71,41.32,0.00,0.00,0.00,554.41,0.00,-19.50,0.00,-48.21,0.00
,14144,04-AUG-16:02,0.00,-399.14,0.00,0.00,0.00,0.00,0.00,0.00,0.34,215.75,0.00,0.00,197.96,0.00,-0.00,0.00,-14.90,0.00
,14153,04-AUG-16:00,0.00,-442.03,0.00,0.00,0.00,0.00,0.00,0.00,0.39,256.72,0.00,0.00,193.31,0.00,-0.00,0.00,-8.38,0.00
,14164,05-AUG-15:30,0.00,-2288.61,0.00,0.00,0.00,0.00,20.49,480.21,417.14,2567.08,0.00,0.00,0.00,0.00,-0.00,0.00,-29.76,-1166.56
,14175,04-AUG-17:38,0.00,-638.17,0.00,0.00,0.00,0.00,32.57,150.91,47.39,0.00,0.00,0.00,522.91,0.00,-0.00,0.00,-115.61,0.00
,14199,05-AUG-14:50,0.00,-257.34,0.00,0.00,0.00,0.00,6.13,143.56,124.70,129.24,0.00,0.00,0.00,0.00,-0.00,0.00,-5.38,-140.91
,14207,04-AUG-15:50,0.00,-60.38,0.00,0.00,0.00,0.00,5.21,24.01,7.54,0.00,0.00,0.00,33.74,0.00,-0.00,0.00,-10.12,0.00
,14218,06-AUG-05:06,0.00,-190.39,0.00,0.00,0.00,0.00,4.06,75.13,65.26,0.00,0.00,0.00,71.22,0.00,-0.00,0.00,-25.28,0.00
,14229,04-AUG-17:38,0.00,-178.45,0.00,0.00,0.00,0.00,2.91,13.41,4.21,0.00,0.00,0.00,166.37,0.00,-0.00,0.00,-8.45,0.00
,14236,05-AUG-17:00,0.00,-227.82,0.00,0.00,0.00,0.00,2.87,67.33,58.49,167.14,0.00,0.00,0.00,0.00,-0.00,0.00,-9.94,-58.07
,14247,20-JUL-13:04,0.00,-1235.73,0.00,0.00,0.00,0.00,0.00,0.00,170.24,813.14,0.00,0.00,423.47,0.00,-0.00,0.00,-171.12,0.00
,12212,20-JUL-16:03,0.00,-211.38,0.00,0.00,0.00,0.00,0.00,0.00,0.49,40.74,0.00,0.00,182.34,0.00,-0.00,0.00,-12.19,0.00
,12219,05-AUG-16:30,0.00,-281.42,0.00,0.00,0.00,0.00,3.99,93.40,81.13,85.45,0.00,0.00,26.70,0.00,-0.00,0.00,-9.24,0.00
,12236,05-AUG-14:50,0.00,-828.67,0.00,0.00,0.00,0.00,16.07,376.49,327.05,155.36,0.00,0.00,0.00,0.00,-0.00,0.00,-12.98,-33.33
,12286,20-JUN-19:03,0.00,-415.74,0.00,0.00,0.00,0.00,0.00,88.90,63.65,0.00,0.00,0.00,361.30,0.00,-0.00,0.00,-98.11,0.00
,12306,04-AUG-16:02,0.00,-253.43,0.00,0.00,0.00,0.00,0.00,0.00,0.48,81.70,0.00,0.00,185.79,0.00,-0.00,0.00,-14.54,0.00
,12313,04-AUG-16:02,0.00,-709.84,0.00,0.00,0.00,0.00,0.00,0.00,1.17,269.93,0.00,0.00,485.48,0.00,-0.00,0.00,-46.74,0.00
,12344,05-AUG-17:00,0.00,-1087.82,0.00,0.00,0.00,0.00,16.34,382.76,332.49,312.77,0.00,0.00,101.64,0.00,-0.00,0.00,-58.17,0.00
,14126,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,433,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,12226,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,12262,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,12332,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Total Facility,05-AUG-16:53,0.00,-7933.80,0.00,0.00,0.00,0.00,94.83,1728.01,1550.56,4102.11,0.00,0.00,1136.42,0.00,0.00,0.00,-678.12,0.00


Peak Heating Sensible Heat Gain Components

,,Time of Peak {TIMESTAMP},HVAC Zone Eq & Other Sensible Air Heating [W],HVAC Zone Eq & Other Sensible Air Cooling [W],HVAC Terminal Unit Sensible Air Heating [W],HVAC Terminal Unit Sensible Air Cooling [W],HVAC Input Heated Surface Heating [W],HVAC Input Cooled Surface Cooling [W],People Sensible Heat Addition [W],Lights Sensible Heat Addition [W],Equipment Sensible Heat Addition [W],Window Heat Addition [W],Interzone Air Transfer Heat Addition [W],Infiltration Heat Addition [W],Opaque Surface Conduction and Other Heat Addition [W],Equipment Sensible Heat Removal [W],Window Heat Removal [W],Interzone Air Transfer Heat Removal [W],Infiltration Heat Removal [W],Opaque Surface Conduction and Other Heat Removal [W]
,14135,30-DEC-21:00,520.88,0.00,0.00,0.00,0.00,0.00,0.00,57.71,41.32,0.00,0.00,0.00,0.00,0.00,-54.59,0.00,-116.09,-449.24
,14144,31-DEC-17:40,168.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,-17.89,0.00,-31.87,-118.72
,14153,31-DEC-04:45,156.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.00,0.00,0.00,0.00,-17.74,0.00,-34.60,-104.53
,14164,30-DEC-09:30,1096.02,0.00,0.00,0.00,0.00,0.00,25.99,480.21,417.14,0.00,0.00,0.00,0.00,0.00,-244.62,0.00,-601.51,-1173.23
